mdate,key,author,editor,title,pages,year,volume,journal,number,url,ee,address,booktitle,month,cdrom,publisher,note,crossref,isbn,series,school,chapter,cite
2009-09-17,journalsciiHisarciklilarB09,Onur Hisarciklilar|ois Boujut,,A Speech Act Theory-based information model to support design communication through annotations.,510-519,2009,60,Computers in Industry,7,db/journals/cii/cii60.html#HisarciklilarB09,http://dx.doi.org/10.1016/j.compind.2009.02.014,,,,,,,,,,,,journalsactaSimon83
2014-10-31,journalsciiShiGGB07,John Z. Shi|Fengshou Gu|Peter Goulding|Andrew D. Ball,,Integration of multiple platforms for real-time remote model-based condition monitoring.,531-538,2007,58,Computers in Industry,6,db/journals/cii/cii58.html#ShiGGB07,http://dx.doi.org/10.1016/j.compind.2006.12.002,,,,,,,,,,,,journalsactaKhomenkoKKV06
2010-12-29,journalsciiHvolbyT10a,Hans-Henrik Hvolby|Jacques H. Trienekens,,Challenges in business systems integration.,808-812,2010,61,Computers in Industry,9,db/journals/cii/cii61.html#HvolbyT10a,http://dx.doi.org/10.1016/j.compind.2010.07.006,,,,,,,,,,,,journalsactaSaxena96
2011-09-26,journalsciiRibeiroB11,Luis Ribeiro|Barata,,Re-thinking diagnosis for future automation systems: An analysis of current diagnostic practices and their applicability in emerging IT based production paradigms.,639-659,2011,62,Computers in Industry,7,db/journals/cii/cii62.html#RibeiroB11,http://dx.doi.org/10.1016/j.compind.2011.03.001,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-09-14,journalsciiChungP08,Chulho Chung|Qingjin Peng,,Enabled dynamic tasks planning in Web-based virtual manufacturing environments.,82-95,2008,59,Computers in Industry,1,cii/cii59.html#ChungP08,http://dx.doi.org/10.1016/j.compind.2007.06.004,,,,,,,,,,,,journalsactaHonkala11
2009-09-14,journalsciiLinWCC08,Ming-Chyuan Lin|Chen-Cheng Wang|Ming-Shi Chen|C. Alec Chang,,Using AHP and TOPSIS approaches in customer-driven product design process.,17-31,2008,59,Computers in Industry,1,db/journals/cii/cii59.html#LinWCC08,http://dx.doi.org/10.1016/j.compind.2007.05.013,,,,,,,,,,,,journalsactaHesselink13
2009-09-17,journalsciiBainaPM09,na|Panetto|rard Morel,,New paradigms for a product oriented modelling: Case study for traceability.,172-183,2009,60,Computers in Industry,3,db/journals/cii/cii60.html#BainaPM09,http://dx.doi.org/10.1016/j.compind.2008.12.004,,,,,,,,,,,,journalsactaBozapalidisFR12
2013-11-27,journalsciiLiangL02,Shuh-Ren Liang|Alan C. Lin,,Probe-radius compensation for 3D data points in reverse engineering.,241-251,2002,48,Computers in Industry,3,db/journals/cii/cii48.html#LiangL02,http://dx.doi.org/10.1016/S0166-3615(02)00038-6,,,,,,,,,,,,journalsactaHonkala11
2014-03-26,journalsciiZampouPKM14,Eleni Zampou|Stathis Plitsos|Angeliki Karagiannaki|Ioannis Mourtos,,Towards a framework for energy-aware information systems in manufacturing.,419-433,2014,65,Computers in Industry,3,db/journals/cii/cii65.html#ZampouPKM14,http://dx.doi.org/10.1016/j.compind.2014.01.007,,,,,,,,,,,,journalsactaSaxena96
2013-04-16,journalsciiSerratLL13,Joan Serrat|Felipe Lumbreras|pez,,Cost estimation of custom hoses from STL files and CAD drawings.,299-309,2013,64,Computers in Industry,3,db/journals/cii/cii64.html#SerratLL13,http://dx.doi.org/10.1016/j.compind.2012.11.009,,,,,,,,,,,,journalsactaSimon83
2010-01-13,journalsciiWuGZS06,Shumin Wu|Hamada Ghenniwa|Yue Zhang 0005|Weiming Shen,,Personal assistant agents for collaborative design environments.,732-739,2006,57,Computers in Industry,8-9,db/journals/cii/cii57.html#WuGZS06,http://dx.doi.org/10.1016/j.compind.2006.04.010,,,,,,,,,,,,journalsactaBozapalidisFR12
2014-02-05,journalsciiYesilbasRL06,Lilia Gzara Yesilbas|Bertrand Rose|Muriel Lombard,,Specification of a repository to support collaborative knowledge exchanges in IPPOP project.,690-710,2006,57,Computers in Industry,8-9,db/journals/cii/cii57.html#YesilbasRL06,http://dx.doi.org/10.1016/j.compind.2006.04.014,,,,,,,,,,,,journalsactaSimon83
2014-10-03,journalsciiFillatreauFBCDP13,Philippe Fillatreau|Jean-Yves Fourquet|R. Le Bolloc'h|Simon Cailhol|Adrien Datas|Bernard Puel,,Using virtual reality and 3D industrial numerical models for immersive interactive checklists.,1253-1262,2013,64,Computers in Industry,9,3,http://dx.doi.org/10.1016/j.compind.2013.03.018,,,,,,,,,,,,journalsactaHesselink13
2014-07-16,journalsciiScheuermannL14,Andreas Scheuermann|rg Leukel,,Supply chain management ontology from an ontology engineering perspective.,913-923,2014,65,Computers in Industry,6,db/journals/cii/cii65.html#ScheuermannL14,http://dx.doi.org/10.1016/j.compind.2014.02.009,,,,,,,,,,,,journalsactaBlum82
2010-09-13,journalsciiFangZ10,Xiaowen Fang|Fan Zhao,,Personality and enjoyment of computer game play.,342-349,2010,61,Computers in Industry,4,db/journals/cii/cii61.html#FangZ10,http://dx.doi.org/10.1016/j.compind.2009.12.005,,,,,,,,,,,,journalsactaHesselink13
2010-12-29,journalsciiBraspenningBMR11,N. C. W. M. Braspenning|R. Boumen|J. M. van de Mortel-Fronczak|J. E. Rooda,,Estimating and quantifying the impact of using models for integration and testing.,65-77,2011,62,Computers in Industry,1,db/journals/cii/cii62.html#BraspenningBMR11,http://dx.doi.org/10.1016/j.compind.2010.05.011,,,,,,,,,,,,journalsactaSimon83
2013-08-19,journalsciiAzadeganPS13,Aida Azadegan|K. Nadia Papamichail|Pedro Sampaio,,Applying collaborative process design to user requirements elicitation: A case study.,798-812,2013,64,Computers in Industry,7,db/journals/cii/cii64.html#AzadeganPS13,http://dx.doi.org/10.1016/j.compind.2013.05.001,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-09-21,journalsciiWuS05,Di Wu|Radha Sarma,,A framework for fast 3D solid model exchange in integrated design environment.,289-304,2005,56,Computers in Industry,3,db/journals/cii/cii56.html#WuS05,http://dx.doi.org/10.1016/j.compind.2004.11.003,,,,,,,,,,,,journalsactaKhomenkoKKV06
2010-09-26,journalsciiFuenteRB10,Ma Victoria de la Fuente|Lorenzo Ros|Angel Ortiz Bas,,Enterprise modelling methodology for forward and reverse supply chain flows integration.,702-710,2010,61,Computers in Industry,7,db/journals/cii/cii61.html#FuenteRB10,http://dx.doi.org/10.1016/j.compind.2010.05.010,,,,,,,,,,,,journalsactaMilner96
2013-08-19,journalsciiKakiST13,ki|Ahti Salo|Srinivas Talluri,,Impact of the shape of demand distribution in decision models for operations management.,765-775,2013,64,Computers in Industry,7,db/journals/cii/cii64.html#KakiST13,http://dx.doi.org/10.1016/j.compind.2013.04.010,,,,,,,,,,,,journalsactaHonkala11
2013-04-16,journalsciiMahdaviSGS13,Iraj Mahdavi|Babak Shirazi|Narges Ghorbani|Navid Sahebjamnia,,IMAQCS: Design and implementation of an intelligent multi-agent system for monitoring and controlling quality of cement production processes.,290-298,2013,64,Computers in Industry,3,db/journals/cii/cii64.html#MahdaviSGS13,http://dx.doi.org/10.1016/j.compind.2012.11.005,,,,,,,,,,,,journalsactaMilner96
2013-11-26,journalsciiLiCL07,W. D. Li|Yan Ling Cai|Wen Feng Lu,,A 3D simplification algorithm for distributed visualization.,211-226,2007,58,Computers in Industry,3,db/journals/cii/cii58.html#LiCL07,http://dx.doi.org/10.1016/j.compind.2006.05.003,,,,,,,,,,,,journalsactaBozapalidisFR12
2009-09-14,journalsciiVelasquezN08,squez|Shimon Y. Nof,,Integration of machine-vision inspection information for best-matching of distributed components and suppliers.,69-81,2008,59,Computers in Industry,1,db/journals/cii/cii59.html#VelasquezN08,http://dx.doi.org/10.1016/j.compind.2007.06.007,,,,,,,,,,,,journalsactaHonkala11
2012-11-19,journalsciiJaouaGR12,Amel Jaoua|Michel Gamache|Diane Riopel,,Specification of an intelligent simulation-based real time control architecture: Application to truck control system.,882-894,2012,63,Computers in Industry,9,db/journals/cii/cii63.html#JaouaGR12,http://dx.doi.org/10.1016/j.compind.2012.07.002,,,,,,,,,,,,journalsactaSaxena96
2010-12-31,journalsciiLiKBV10,Y. Li|M. R. Kramer|Adrie J. M. Beulens|Jack G. A. J. van der Vorst,,A framework for early warning and proactive control systems in food supply chain networks.,852-862,2010,61,Computers in Industry,9,db/journals/cii/cii61.html#LiKBV10,http://dx.doi.org/10.1016/j.compind.2010.07.010,,,,,,,,,,,,journalsactaBlum82
2012-06-02,journalsciiCavalieriP12,Sergio Cavalieri|Giuditta Pezzotta,,of the art and research challenges.,278-288,2012,63,Computers in Industry,4,db/journals/cii/cii63.html#CavalieriP12,http://dx.doi.org/10.1016/j.compind.2012.02.006,,,,,,,,,,,,journalsactaBlum82
2014-09-04,journalsciiZhangQWZ14,J. Zhang|W. Qin|L. H. Wu|W. B. Zhai,,Fuzzy neural network-based rescheduling decision mechanism for semiconductor manufacturing.,1115-1125,2014,65,Computers in Industry,8,db/journals/cii/cii65.html#ZhangQWZ14,http://dx.doi.org/10.1016/j.compind.2014.06.002,,,,,,,,,,,,journalsactaMilner96
2009-09-14,journalsciiTsiliKG08,Marina A. Tsili|Antonios G. Kladas|Pavlos S. Georgilakis,,Computer aided analysis and design of power transformers.,338-350,2008,59,Computers in Industry,4,db/journals/cii/cii59.html#TsiliKG08,http://dx.doi.org/10.1016/j.compind.2007.09.005,,,,,,,,,,,,journalsactaSimon83
2013-11-27,journalsciiSoudaniND02,Adel Soudani|Salem Nasri|Thierry Divoux,,QoS and network resources management for communication in distributed manufacturing processes.,253-267,2002,48,Computers in Industry,3,db/journals/cii/cii48.html#SoudaniND02,http://dx.doi.org/10.1016/S0166-3615(02)00041-6,,,,,,,,,,,,journalsactaSimon83
2014-02-27,journalsciiHoussinC11,my Houssin|Amadou Coulibaly,,An approach to solve contradiction problems for the safety integration in innovative design process.,398-406,11,62,Computers in Industry,4,db/journals/cii/cii62.html#HoussinC11,http://dx.doi.org/10.1016/j.compind.2010.12.009,,,,,,,,,,,,journalsactaSaxena96
2013-06-11,journalsciiHaneyahSSZ13a,S. W. A. Haneyah|P. C. Schuur|J. M. J. Schutten|W. H. M. Zijm,,A generic material flow control model applied in two industrial sectors.,663-677,2013,64,Computers in Industry,6,db/journals/cii/cii64.html#HaneyahSSZ13a,http://dx.doi.org/10.1016/j.compind.2013.03.007,,,,,,,,,,,,journalsactaBlum82
2014-05-28,journalsciiFenselTGSF14,Anna Fensel|Ioan Toma|a|Ioannis Stavrakantonakis|Dieter Fensel,,Enabling customers engagement and collaboration for small and medium-sized enterprises in ubiquitous multi-channel ecosystems.,891-904,2014,65,Computers in Industry,5,db/journals/cii/cii65.html#FenselTGSF14,http://dx.doi.org/10.1016/j.compind.2014.02.001,,,,,,,,,,,,journalsactaBlum82
2013-11-20,journalsciiKumarH13,Sri Krishna Kumar|Jennifer A. Harding,,Ontology mapping using description logic and bridging axioms.,19-28,2013,64,Computers in Industry,1,db/journals/cii/cii64.html#KumarH13,http://dx.doi.org/10.1016/j.compind.2012.09.004,,,,,,,,,,,,journalsactaHonkala11
2013-11-26,journalsciiAcacciaCMM03,Gabriella M. Acaccia|M. Conte|D. Maina|Rinaldo C. Michelini,,of quality clothing.,71-84,2003,50,Computers in Industry,1,db/journals/cii/cii50.html#AcacciaCMM03,http://dx.doi.org/10.1016/S0166-3615(02)00142-2,,,,,,,,,,,,journalsactaBlum82
2009-09-14,journalsciiPfeifferKM07,s Pfeiffer|r|Monostori,,Stability-oriented evaluation of rescheduling strategies| by using simulation.,630-643,2007,58,Computers in Industry,7,db/journals/cii/cii58.html#PfeifferKM07,http://dx.doi.org/10.1016/j.compind.2007.05.009,,,,,,,,,,,,journalsactaSaxena96
2015-04-02,journalsciiKamounTD12,Aymen Kamoun|d Tazi 0001|Khalil Drira,,FADYRCOS| a semantic interoperability framework for collaborative model-based dynamic reconfiguration of networked services.,756-765,2012,63,Computers in Industry,8,db/journals/cii/cii63.html#KamounTD12,http://dx.doi.org/10.1016/j.compind.2012.08.007,,,,,,,,,,,,journalsactaSaxena96
2010-09-13,journalsciiBreslinOPV10a,John G. Breslin|David O'Sullivan|Alexandre Passant|Laurentiu Vasiliu,,Semantic Web computing in industry.,729-741,2010,61,Computers in Industry,8,db/journals/cii/cii61.html#BreslinOPV10a,http://dx.doi.org/10.1016/j.compind.2010.05.002,,,,,,,,,,,,journalsactaMilner96
2009-09-14,journalsciiRezgui07,Yacine Rezgui,,Role-based service-oriented implementation of a virtual enterprise: A case study in the construction sector.,74-86,2007,58,Computers in Industry,1,db/journals/cii/cii58.html#Rezgui07,http://dx.doi.org/10.1016/j.compind.2006.04.009,,,,,,,,,,,,journalsactaKhomenkoKKV06
2010-09-13,journalsciiQuintanaRPVK10,Virgilio Quintana|Louis Rivest|Robert Pellerin|rick Venne|Fawzi Kheddouci,,Will Model-based Definition replace engineering drawings throughout the product lifecycle? A global perspective from aerospace industry.,497-508,2010,61,Computers in Industry,5,db/journals/cii/cii61.html#QuintanaRPVK10,http://dx.doi.org/10.1016/j.compind.2010.01.005,,,,,,,,,,,,journalsactaHesselink13
2009-09-19,journalsciiWangGJL06,Dong-Xing Wang|Dong-ming Guo|Zhen-yuan Jia|Hui-Wen Leng,,Slicing of CAD models in color STL format.,3-10,2006,57,Computers in Industry,1,db/journals/cii/cii57.html#WangGJL06,http://dx.doi.org/10.1016/j.compind.2005.03.007,,,,,,,,,,,,journalsactaBlum82
2009-09-14,journalsciiLiS08,Weidong Li|Weiming Shen,,Collaborative design: New methodologies and technologies.,853-854,2008,59,Computers in Industry,9,db/journals/cii/cii59.html#LiS08,http://dx.doi.org/10.1016/j.compind.2008.07.002,,,,,,,,,,,,journalsactaBozapalidisFR12
2013-11-25,journalsciiAbonyiNVA03,nos Abonyi|meth|Csaba Vincze|Peter Arva,,yethylene production.,221-234,2003,52,Computers in Industry,3,db/journals/cii/cii52.html#AbonyiNVA03,http://dx.doi.org/10.1016/S0166-3615(03)00128-3,,,,,,,,,,,,journalsactaSimon83
2013-11-25,journalsciiWilsonWW03,Ian D. Wilson|J. Mark Ware|J. Andrew Ware,,A Genetic Algorithm approach to cartographic map generalisation.,291-304,2003,52,Computers in Industry,3,db/journals/cii/cii52.html#WilsonWW03,http://dx.doi.org/10.1016/S0166-3615(03)00132-5,,,,,,,,,,,,journalsactaBlum82
2013-12-18,journalsciiHoeggLK13,Thomas Hoegg|Damien Lefloch|Andreas Kolb,,Time-of-Flight camera based 3D point cloud reconstruction of a car.,1099-1114,2013,64,Computers in Industry,9,db/journals/cii/cii64.html#HoeggLK13,http://dx.doi.org/10.1016/j.compind.2013.06.002,,,,,,,,,,,,journalsactaBozapalidisFR12
2013-11-25,journalsciiHerbstK04,Joachim Herbst|Dimitris Karagiannis,,Workflow mining with InWoLvE.,245-264,2004,53,Computers in Industry,3,db/journals/cii/cii53.html#HerbstK04,http://dx.doi.org/10.1016/j.compind.2003.10.002,,,,,,,,,,,,journalsactaBlum82
2009-09-14,journalsciiQinPW08,Sheng Feng Qin|Pablo A. Prieto|David K. Wright,,A novel form design and CAD modelling approach.,364-369,2008,59,Computers in Industry,4,QinPW08,http://dx.doi.org/10.1016/j.compind.2007.09.002,,,,,,,,,,,,journalsactaBlum82
2009-09-19,journalsciiWongHC06,Kirk H. M. Wong|Patrick Chi-leung Hui|Allan C. K. Chan,,Cryptography and authentication on RFID passive tags for apparel products.,342-349,2006,57,Computers in Industry,4,db/journals/cii/cii57.html#WongHC06,http://dx.doi.org/10.1016/j.compind.2005.09.002,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-08-06,journalsciiKristiantoHJ15,Yohanes Kristianto|Petri T. Helo|Roger Jianxin Jiao,,A system level product configurator for engineer-to-order supply chains.,82-91,2015,72,Computers in Industry,,db/journals/cii/cii72.html#KristiantoHJ15,http://dx.doi.org/10.1016/j.compind.2015.04.004,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-09-14,journalsciiTanF07,Wei Tan|Yushun Fan,,Dynamic workflow model fragmentation for distributed execution.,381-391,2007,58,Computers in Industry,5,db/journals/cii/cii58.html#TanF07,http://dx.doi.org/10.1016/j.compind.2006.07.004,,,,,,,,,,,,journalsactaHonkala11
2009-09-14,journalsciiKwonKKK08,Ick-Hyun Kwon|Chang Ouk Kim|Kyung Pil Kim|Choonjong Kwak,,Recommendation of e-commerce sites by matching category-based buyer query and product e-catalogs.,380-394,2008,59,Computers in Industry,4,db/journals/cii/cii59.html#KwonKKK08,http://dx.doi.org/10.1016/j.compind.2007.10.002,,,,,,,,,,,,journalsactaSaxena96
2013-12-18,journalsciiGengTBJL14,Junhao Geng|an|Mingxing Bai|Xiaoliang Jia|Xiangwei Liu,,A design method for three-dimensional maintenance| repair and overhaul job card of complex products.,200-209,2014,65,Computers in Industry,1,db/journals/cii/cii65.html#GengTBJL14,http://dx.doi.org/10.1016/j.compind.2013.08.008,,,,,,,,,,,,journalsactaHesselink13
2012-03-12,journalsciiCantamessaMN12,Marco Cantamessa|Francesca Montagna|Paolo Neirotti,,An empirical analysis of the PLM implementation effects in the aerospace industry.,243-251,2012,63,Computers in Industry,3,db/journals/cii/cii63.html#CantamessaMN12,http://dx.doi.org/10.1016/j.compind.2012.01.004,,,,,,,,,,,,journalsactaSaxena96
2013-11-25,journalsciiShakeri04,Mohsen Shakeri,,Implementation of an automated operation planning and optimum operation sequencing and tool selection algorithms.,223-236,2004,54,Computers in Industry,3,db/journals/cii/cii54.html#Shakeri04,http://dx.doi.org/10.1016/j.compind.2003.12.002,,,,,,,,,,,,journalsactaKhomenkoKKV06
2013-11-27,journalsciiYanZM02,Hong-Sen Yan|Xiao-Dong Zhang|Xu-Dong Ma,,Karmarkar's and interaction/prediction algorithms for hierarchical production planning for the highest business benefit.,141-155,2002,49,Computers in Industry,2,db/journals/cii/cii49.html#YanZM02,http://dx.doi.org/10.1016/S0166-3615(02)00095-7,,,,,,,,,,,,journalsactaBlum82
2009-09-21,journalsciiBosemann05,semann,,in photogrammetric measurement solutions.,886-893,2005,56,Computers in Industry,8-9,db/journals/cii/cii56.html#Bosemann05,http://dx.doi.org/10.1016/j.compind.2005.05.014,,,,,,,,,,,,journalsactaBozapalidisFR12
2014-05-11,journalsciiSimonBMPX01,Matthew Simon|Graham Bee|Philip R. Moore|Jun-Sheng Pu|Changwen Xie,,Modelling of the life cycle of products with data acquisition features.,111-122,2001,45,Computers in Industry,2,db/journals/cii/cii45.html#SimonBMPX01,http://dx.doi.org/10.1016/S0166-3615(01)00088-4,,,,,,,,,,,,journalsactaMilner96
2009-09-24,journalsciiEynardB04,t Eynard|Michel Bigand,,Editorial.,223-224,2004,55,Computers in Industry,3,db/journals/cii/cii55.html#EynardB04,http://dx.doi.org/10.1016/j.compind.2004.08.007,,,,,,,,,,,,journalsactaKhomenkoKKV06
2013-02-27,journalsciiEscuderoMGA13,Alejandro Escudero|uzuri|Guadix|Carlos Arango,,Dynamic approach to solve the daily drayage problem with transit time uncertainty.,165-175,2013,64,Computers in Industry,2,db/journals/cii/cii64.html#EscuderoMGA13,http://dx.doi.org/10.1016/j.compind.2012.11.006,,,,,,,,,,,,journalsactaKhomenkoKKV06
2009-09-14,journalsciiChitucTA08,Claudia-Melania Chituc|Cesar Toscano|rico Lopes Azevedo,,ase of the footwear industry.,741-757,2008,59,Computers in Industry,7,db/journals/cii/cii59.html#ChitucTA08,http://dx.doi.org/10.1016/j.compind.2007.12.012,,,,,,,,,,,,journalsactaSimon83
2013-05-04,journalsciiMathraniM13a,Sanjay Mathrani|Anuradha Mathrani,,Utilizing enterprise systems for managing enterprise risks.,476-483,2013,64,Computers in Industry,4,db/journals/cii/cii64.html#MathraniM13a,http://dx.doi.org/10.1016/j.compind.2013.02.002,,,,,,,,,,,,journalsactaSimon83
2014-05-11,journalsciiParkRBZWM01,Jonghun Park|Spyros A. Reveliotis|Douglas A. Bodner|Chen Zhou|Jennfong Wu|Leon F. McGinnis,,High-fidelity rapid prototyping of 300 mm fabs through discrete event system modeling.,79-98,2001,45,Computers in Industry,1,db/journals/cii/cii45.html#ParkRBZWM01,http://dx.doi.org/10.1016/S0166-3615(01)00082-3,,,,,,,,,,,,journalsactaBlum82
2013-02-27,journalsciiMaiaC13,s Couto Maia|nio Fidalgo do Couto,,An innovative freight traffic assignment model for multimodal networks.,121-127,2013,64,Computers in Industry,2,db/journals/cii/cii64.html#MaiaC13,http://dx.doi.org/10.1016/j.compind.2012.10.011,,,,,,,,,,,,journalsactaBlum82
2014-10-06,journalsciiBorgo14,Stefano Borgo,,An ontological approach for reliable data integration in the industrial domain.,1242-1252,2014,65,dustry,9,db/journals/cii/cii65.html#Borgo14,http://dx.doi.org/10.1016/j.compind.2013.12.010,,,,,,,,,,,,journalsactaMilner96
2015-03-13,journalsciiMinetolaIC15,Paolo Minetola|Luca Iuliano|F. Calignano,,A customer oriented methodology for reverse engineering software selection in the computer aided inspection scenario.,54-71,2015,67,Computers in Industry,,db/journals/cii/cii67.html#MinetolaIC15,http://dx.doi.org/10.1016/j.compind.2014.11.002,,,,,,,,,,,,journalsactaKhomenkoKKV06
2014-03-26,journalsciiLiewAS14,Wan Te Liew|Arief Adhitya|Rajagopalan Srinivasan,,Sustainability trends in the process industries: A text mining-based analysis.,393-400,2014,65,Computers in Industry,3,db/journals/cii/cii65.html#LiewAS14,http://dx.doi.org/10.1016/j.compind.2014.01.004,,,,,,,,,,,,journalsactaBlum82
2013-06-11,journalsciiBignonRB13,Alain Bignon|Rossi|Pascal Berruet,,An integrated design flow for the joint generation of control and interfaces from a business model.,634-649,2013,64,Computers in Industry,6,db/journals/cii/cii64.html#BignonRB13,http://dx.doi.org/10.1016/j.compind.2013.03.005,,,,,,,,,,,,journalsactaKhomenkoKKV06
2010-12-29,journalsciiMotwani11,Jaideep Motwani,,.,121,2011,62,Computers in Industry,1,db/journals/cii/cii62.html#Motwani11,doi.org/10.1016/j.compind.2010.06.002,,,,,,,,,,,,journalsactaHesselink13
2009-09-24,journalsciiMerloG04,C. Merlo|Ph. Girard,,Information system modelling for engineering design co-ordination.,317-334,2004,55,Computers in Industry,3,db/journals/cii/cii55.html#MerloG04,http://dx.doi.org/10.1016/j.compind.2004.08.008,,,,,,,,,,,,journalsactaHesselink13
2013-11-27,journalsciiHuang02,George Q. Huang,,Web-based support for collaborative product design review.,71-88,2002,48,Computers in Industry,1,db/journals/cii/cii48.html#Huang02,http://dx.doi.org/10.1016/S0166-3615(02)00011-8,,,,,,,,,,,,journalsactaSaxena96
2014-09-04,journalsciiCollottaGPS14,Mario Collotta|Luca Gentile|Giovanni Pau|à,,Flexible IEEE 802.15.4 deadline-aware scheduling for DPCSs using priority-based CSMA-CA.,1181-1192,2014,65,Computers in Industry,8,db/journals/cii/cii65.html#CollottaGPS14,http://dx.doi.org/10.1016/j.compind.2014.07.004,,,,,,,,,,,,journalsactaHonkala11
2009-09-19,journalsciiTanakaK06,Fumiki Tanaka|Takeshi Kishinami,,STEP-based quality diagnosis of shape data of product models for collaborative e-engineering.,245-260,2006,57,Computers in Industry,3,db/journals/cii/cii57.html#TanakaK06,http://dx.doi.org/10.1016/j.compind.2005.12.008,,,,,,,,,,,,journalsactaHonkala11
2009-09-24,journalsciiZhuL04,Weihang Zhu|Yuan-Shin Lee,,Dexel-based force-torque rendering and volume updating for 5-DOF haptic product prototyping and virtual sculpting.,125-145,2004,55,Computers in Industry,2,db/journals/cii/cii55.html#ZhuL04,http://dx.doi.org/10.1016/j.compind.2004.07.003,,,,,,,,,,,,journalsactaBozapalidisFR12
2011-06-09,journalsciiLiuWYS08,Yingbo Liu|Jianmin Wang 0001|Yun Yang|Jiaguang Sun,,A semi-automatic approach for workflow staff assignment.,463-476,2008,59,Computers in Industry,5,db/journals/cii/cii59.html#LiuWYS08,http://dx.doi.org/10.1016/j.compind.2007.12.002,,,,,,,,,,,,journalsactaHesselink13
2015-03-13,journalsciiMorariuBR15,Octavian Morariu|Theodor Borangiu|Silviu Raileanu,,vMES: Virtualization aware manufacturing execution system.,27-37,2015,67,Computers in Industry,,db/journals/cii/cii67.html#MorariuBR15,http://dx.doi.org/10.1016/j.compind.2014.11.003,,,,,,,,,,,,journalsactaHonkala11
2014-10-06,journalsciiPittetCN14,Perrine Pittet|Christophe Cruz|Christophe Nicolle,,An ontology change management approach for facility management.,1301-1315,2014,65,Computers in Industry,9,db/journals/cii/cii65.html#PittetCN14,http://dx.doi.org/10.1016/j.compind.2014.07.006,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-05-04,journalsciiSunXPDX09,Jiwen Sun|Lifeng Xi|Ershun Pan|Shichang Du|Tangbin Xia,,systems based on sensor allocation optimization.,501-509,2009,60,Computers in Industry,7,db/journals/cii/cii60.html#SunXPDX09,http://dx.doi.org/10.1016/j.compind.2009.02.001,,,,,,,,,,,,journalsactaSimon83
2009-09-19,journalsciiHvamPN06,Lars Hvam|Simon Pape|Michael K. Nielsen,,Improving the quotation process with product configuration.,607-621,2006,57,Computers in Industry,7,db/journals/cii/cii57.html#HvamPN06,http://dx.doi.org/10.1016/j.compind.2005.10.001,,,,,,,,,,,,journalsactaBozapalidisFR12
2009-09-24,journalsciiLiFW04,W. D. Li|Jerry Y. H. Fuh|Yoke San Wong,,An Internet-enabled integrated system for co-design and concurrent engineering.,87-103,2004,55,Computers in Industry,1,db/journals/cii/cii55.html#LiFW04,http://dx.doi.org/10.1016/j.compind.2003.10.010,,,,,,,,,,,,journalsactaSimon83
2014-03-26,journalsciiPachBSBAT14,Cyrille Pach|Thierry Berger|Yves Sallez|Therese Bonte|Emmanuel Adam|Damien Trentesaux,,Reactive and energy-aware scheduling of flexible manufacturing systems using potential fields.,434-448,2014,65,Computers in Industry,3,db/journals/cii/cii65.html#PachBSBAT14,http://dx.doi.org/10.1016/j.compind.2013.11.008,,,,,,,,,,,,journalsactaBozapalidisFR12
2010-05-07,journalsciiLiZPLWWS10,Qing Li|Jian Zhou|Qi-Rui Peng|Canqiang Li|Cheng Wang|Jing Wu|Bei-En Shao,,Business processes oriented heterogeneous systems integration platform for networked enterprises.,127-144,2010,61,Computers in Industry,2,db/journals/cii/cii61.html#LiZPLWWS10,http://dx.doi.org/10.1016/j.compind.2009.10.009,,,,,,,,,,,,journalsactaBozapalidisFR12
2013-05-04,journalsciiRajpathak13,Dnyanesh G. Rajpathak,,An ontology based text mining system for knowledge discovery from the diagnosis data in the automotive domain.,565-580,2013,64,Computers in Industry,5,db/journals/cii/cii64.html#Rajpathak13,http://dx.doi.org/10.1016/j.compind.2013.03.001,,,,,,,,,,,,journalsactaSimon83
2013-11-27,journalsciiKalpicB02,Brane Kalpic|Peter Bernus,,Business process modelling in industry - the powerful tool in enterprise management.,299-318,2002,47,Computers in Industry,3,db/journals/cii/cii47.html#KalpicB02,http://dx.doi.org/10.1016/S0166-3615(01)00151-8,,,,,,,,,,,,journalsactaKhomenkoKKV06
2011-12-01,journalsciiSouzaGSWTY11,Robert de Souza|Mark Goh|Balan Sundarakani|Wong T. Wai|Keith Toh|Wu Yong,,Return on investment calculator for RFID ecosystem of high tech company.,820-829,2011,62,Computers in Industry,8-9,db/journals/cii/cii62.html#SouzaGSWTY11,http://dx.doi.org/10.1016/j.compind.2011.08.002,,,,,,,,,,,,journalsactaHesselink13
2013-11-25,journalsciiShenWZCB04,Hui Shen|Brian Wall|Michal Zaremba|Yuliu Chen|Browne,,Integration of business modelling methods for enterprise information system analysis and user requirements gathering.,307-323,2004,54,Computers in Industry,3,db/journals/cii/cii54.html#ShenWZCB04,http://dx.doi.org/10.1016/j.compind.2003.07.009,,,,,,,,,,,,journalsactaMilner96
