mdate,key,author,editor,title,pages,year,volume,journal,number,url,ee,address,booktitle,month,cdrom,publisher,note,crossref,isbn,series,school,chapter,cite
2011-01-11,journalsactaSimon89,Hans-Ulrich Simon,,Continuous Reductions Among Combinatorial Optimization Problems.,771-785,1989,26,Acta Inf.,8,db/journals/acta/acta26.html#Simon89,http://dx.doi.org/10.1007/BF00289161,,,,,,,,,,,,journalsactaHonkala11
2011-01-11,journalsactaRheeL95,Chongkye Rhee|Y. Daniel Liang,,Finding a Maximum Matching in a Permutation Graph.,779-792,1995,32,Acta Inf.,8,db/journals/acta/acta32.html#RheeL95,http://dx.doi.org/10.1007/BF01178659,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaMiyano82,Satoru Miyano,,A Hierarchy Theorem for Multihead Stack-Counter Automata.,63-67,1982,17,Acta Inf.,,db/journals/acta/acta17.html#Miyano82,http://dx.doi.org/10.1007/BF00262976,,,,,,,,,,,,journalsactaBozapalidisFR12
2004-03-03,journalsactaYing03,Mingsheng Ying,,Reasoning about probabilistic sequential programs in a probabilistic logic.,315-389,2003,39,Acta Inf.,5,db/journals/acta/acta39.html#Ying03,http://dx.doi.org/10.1007/s00236-003-0113-z,,,,,,,,,,,,journalsactaKhomenkoKKV06
2013-06-06,journalsactaElmasryFI13,Amr Elmasry|Arash Farzan|John Iacono,,On the hierarchy of distribution-sensitive properties for data structures.,289-295,2013,50,Acta Inf.,4,db/journals/acta/acta50.html#ElmasryFI13,http://dx.doi.org/10.1007/s00236-013-0180-8,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaFrancezP78,Nissim Francez|Amir Pnueli,,A Proof Method for Cyclic Programs.,133-157,1978,9,Acta Inf.,,db/journals/acta/acta9.html#FrancezP78,http://dx.doi.org/10.1007/BF00289074,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaIgarashi77,Yoshihide Igarashi,,General Properties of Derivational Complexity.,267-283,1977,8,Acta Inf.,,db/journals/acta/acta8.html#Igarashi77,http://dx.doi.org/10.1007/BF00264470,,,,,,,,,,,,journalsactaHonkala11
2013-11-22,journalsactaFelice13,Clelia De Felice,,A note on the factorization conjecture.,381-402,2013,50,Acta Inf.,7-8,db/journals/acta/acta50.html#Felice13,http://dx.doi.org/10.1007/s00236-013-0187-1,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaKollaS91,Reiner Kolla|Bernd Serf,,The Virtual Feedback Problem in Hierarchical Representations of Combinational Circuits.,463-476,1991,28,Acta Inf.,5,db/journals/acta/acta28.html#KollaS91,http://dx.doi.org/10.1007/BF01178584,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaRuohonen83,Keijo Ruohonen,,On Some Variants of Post's Correspondence Problem.,357-367,1983,19,Acta Inf.,,db/journals/acta/acta19.html#Ruohonen83,http://dx.doi.org/10.1007/BF00290732,,,,,,,,,,,,journalsactaHonkala11
2011-01-11,journalsactaCharlierH95,Baudouin Le Charlier|Pascal Van Hentenryck,,Reexecution in Abstract Interpretation of Prolog.,209-270,1995,32,Acta Inf.,3,db/journals/acta/acta32.html#CharlierH95,http://dx.doi.org/10.1007/BF01178260,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaDickKM90,Jeremy Dick|John Kalmus|Ursula Martin,,Automating the Knuth Bendix Ordering.,95-119,1990,28,Acta Inf.,2,db/journals/acta/acta28.html#DickKM90,http://dx.doi.org/10.1007/BF01237233,,,,,,,,,,,,journalsactaSimon83
2011-01-11,journalsactaSnyder82,Lawrence Snyder,,Recognition and Selection of Idioms for Code Optimization.,327-348,1982,17,Acta Inf.,,db/journals/acta/acta17.html#Snyder82,http://dx.doi.org/10.1007/BF00264357,,,,,,,,,,,,journalsactaSimon83
2011-01-11,journalsactaBerztiss80,Alfs T. Berztiss,,Depth-First K-Trees and Critical Path Analysis.,325-346,1980,13,Acta Inf.,,db/journals/acta/acta13.html#Berztiss80,http://dx.doi.org/10.1007/BF00288768,,,,,,,,,,,,journalsactaBozapalidisFR12
2011-01-11,journalsactaPhilippP80,Reiner Philipp|ß,,ber Separatoren in planaren Graphen.,87-106,1980,14,Acta Inf.,,db/journals/acta/acta14.html#PhilippP80,http://dx.doi.org/10.1007/BF00289065,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaTokuda81,Takehiro Tokuda,,Parsers Using Minimum Contexts.,447-470,1981,15,Acta Inf.,,db/journals/acta/acta15.html#Tokuda81,http://dx.doi.org/10.1007/BF00264538,,,,,,,,,,,,journalsactaHesselink13
2011-01-11,journalsactaAsveldE79,Peter R. J. Asveld|Joost Engelfriet,,Extended Linear Macro Grammars| Iteration Grammars| and Register Programs.,259-285,1979,11,Acta Inf.,,db/journals/acta/acta11.html#AsveldE79,http://dx.doi.org/10.1007/BF00289071,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaRozenbergW80,Grzegorz Rozenberg|Derick Wood,,Context-Free Grammars With Selective Rewriting.,257-268,1980,13,Acta Inf.,,db/journals/acta/acta13.html#RozenbergW80,http://dx.doi.org/10.1007/BF00288645,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaBook78,Ronald V. Book,,On the Complexity of Formal Grammars.,171-181,1978,9,Acta Inf.,,db/journals/acta/acta9.html#Book78,http://dx.doi.org/10.1007/BF00289076,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaRusP97,Teodor Rus|Sriram V. Pemmaraju,,Using Graph Coloring in an Algebraic Compiler.,191-209,1997,34,Acta Inf.,3,db/journals/acta/acta34.html#RusP97,http://dx.doi.org/10.1007/s002360050079,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaBuckle93,John Buckle,,A Characterisation of Meet and Join Respecting Pre-Orders and Congruences on Finite Lattices.,773-785,1993,30,Acta Inf.,8,db/journals/acta/acta30.html#Buckle93,http://dx.doi.org/10.1007/BF01191811,,,,,,,,,,,,journalsactaHesselink13
2011-01-11,journalsactaMajster77,Mila E. Majster-Cederbaum,,Extended Directed Graphs| a Formalism for Structured Data and Data Structures.,37-59,1977,8,Acta Inf.,,db/journals/acta/acta8.html#Majster77,http://dx.doi.org/10.1007/BF00276183,,,,,,,,,,,,journalsactaHesselink13
2007-02-07,journalsactaAsarinDG07,Eugene Asarin|Thao Dang|Antoine Girard,,Hybridization methods for the analysis of nonlinear systems.,451-476,2007,43,Acta Inf.,7,db/journals/acta/acta43.html#AsarinDG07,http://dx.doi.org/10.1007/s00236-006-0035-7,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaEhrenfeuchtR90,Andrzej Ehrenfeucht|Grzegorz Rozenberg,,A Characterization of Set Representable Labeled Partial 2-Structures Through Decompositions.,83-94,1990,28,Acta Inf.,1,db/journals/acta/acta28.html#EhrenfeuchtR90,http://dx.doi.org/10.1007/BF02983375,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaChanH88,Edward P. F. Chan|ndez,,On Generating Database Schemes Bounded or Constant-time-maintainable by Extensibility.,475-496,1988,25,Acta Inf.,5,db/journals/acta/acta25.html#ChanH88,http://dx.doi.org/10.1007/BF00279950,,,,,,,,,,,,journalsactaBlum82
2003-11-25,journalsactaLiuV02,Jixue Liu|Millist W. Vincent,,Containment and disjointedness in partitioned normal form relations.,325-342,2002,38,Acta Inf.,5,db/journals/acta/acta38.html#LiuV02,005/20380325.htm,,,,,,,,,,,,journalsactaHesselink13
2011-01-11,journalsactaMcKellarW72,A. C. McKellar|C. K. Wong,,Bounds on Algorithms for String Generation.,311-319,1972,1,Acta Inf.,,db/journals/acta/acta1.html#McKellarW72,http://dx.doi.org/10.1007/BF00289511,,,,,,,,,,,,journalsactaHesselink13
2011-01-11,journalsactaEsparza97,Javier Esparza,,Decidability of Model Checking for Infinite-State Concurrent Systems.,85-107,1997,34,Acta Inf.,2,db/journals/acta/acta34.html#Esparza97,http://dx.doi.org/10.1007/s002360050074,,,,,,,,,,,,journalsactaHesselink13
2003-11-25,journalsactaDuggan02,Dominic Duggan,,Object type constructors.,367-408,2002,38,Acta Inf.,6,db/journals/acta/acta38.html#Duggan02,http://link.springer.de/link/service/journals/00236/bibs/2038006/20380367.htm,,,,,,,,,,,,journalsactaSaxena96
2014-10-13,journalsactaCazzolaV14,Walter Cazzola|Edoardo Vacchi,,On the incremental growth and shrinkage of LR goto-graphs.,419-447,2014,51,Acta Inf.,7,db/journals/acta/acta51.html#CazzolaV14,http://dx.doi.org/10.1007/s00236-014-0201-2,,,,,,,,,,,,journalsactaHonkala11
2011-02-16,journalsactaBlanchet-SadriMSW11,Francine Blanchet-Sadri|Robert Mercas|Sean Simmons|Eric Weissenstein,,Avoidable binary patterns in partial words.,25-41,2011,48,Acta Inf.,1,db/journals/acta/acta48.html#Blanchet-SadriMSW11,dx.doi.org/10.1007/s00236-010-0129-0,,,,,,,,,,,,journalsactaHesselink13
2003-11-25,journalsactaHonkala00,Juha Honkala,,On Slender 0L Languages over the Binary Alphabet.,805-815,2000,36,Acta Inf.,9/10,db/journals/acta/acta36.html#Honkala00,http://link.springer.de/link/service/journals/00236/bibs/0036009/00360805.htm,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaAmeurFHH96,Foued Ameur|Paul Fischer|ffgen|Friedhelm Meyer auf der Heide,,Trial and Error. A New Approach to Space-Bounded Learning.,621-630,1996,33,Acta Inf.,7,db/journals/acta/acta33.html#AmeurFHH96,http://dx.doi.org/10.1007/BF03036467,,,,,,,,,,,,journalsactaBozapalidisFR12
2011-01-11,journalsactaCassaigne93,Julien Cassaigne,,Unavoidable Binary Patterns.,385-395,1993,30,Acta Inf.,4,db/journals/acta/acta30.html#Cassaigne93,http://dx.doi.org/10.1007/BF01209712,,,,,,,,,,,,journalsactaMilner96
2014-02-14,journalsactaBozzelliS14,Laura Bozzelli|nchez,,Visibly rational expressions.,25-49,2014,51,Acta Inf.,1,db/journals/acta/acta51.html#BozzelliS14,http://dx.doi.org/10.1007/s00236-013-0190-6,,,,,,,,,,,,journalsactaSimon83
2004-03-03,journalsactaWalther04,Andrea Walther,,Program reversals for evolutions with non-uniform step costs.,235-263,2004,40,Acta Inf.,4,db/journals/acta/acta40.html#Walther04,http://dx.doi.org/10.1007/s00236-003-0131-x,,,,,,,,,,,,journalsactaKhomenkoKKV06
2011-01-11,journalsactaRaihaS82,ä|Mikko Saarinen,,Testing Attribute Grammars for Circularity.,185-192,1982,17,Acta Inf.,,db/journals/acta/acta17.html#RaihaS82,http://dx.doi.org/10.1007/BF00288969,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaONeilCGO96,Patrick E. O'Neil|Edward Cheng|Dieter Gawlick|Elizabeth J. O'Neil,,The Log-Structured Merge-Tree (LSM-Tree).,351-385,1996,33,Acta Inf.,4,db/journals/acta/acta33.html#ONeilCGO96,http://dx.doi.org/10.1007/s002360050048,,,,,,,,,,,,journalsactaMilner96
2011-01-11,journalsactaSzwarcfiter84,Jayme Luiz Szwarcfiter,,Optimal Multiway Search Trees for Variable Size Keys.,47-60,1984,21,Acta Inf.,,db/journals/acta/acta21.html#Szwarcfiter84,http://dx.doi.org/10.1007/BF00289139,,,,,,,,,,,,journalsactaHesselink13
2011-01-11,journalsactaHalbwachsLR92,Nicolas Halbwachs|Fabienne Lagnier|Christophe Ratel,,An Experience in Proving Regular Networks of Processes by Modular Model Checking.,523-543,1992,29,Acta Inf.,6/7,db/journals/acta/acta29.html#HalbwachsLR92,http://dx.doi.org/10.1007/BF01185559,,,,,,,,,,,,journalsactaSimon83
2009-09-28,journalsactaBresolinMP09,Davide Bresolin|Angelo Montanari|Gabriele Puppis,,languages and automata with an application to time granularity.,331-360,2009,46,Acta Inf.,5,db/journals/acta/acta46.html#BresolinMP09,http://dx.doi.org/10.1007/s00236-009-0094-7,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaMeghiniT85,Carlo Meghini|Costantino Thanos,,Querying Fragmented Relations in a Distributed Database.,125-138,1985,22,Acta Inf.,2,db/journals/acta/acta22.html#MeghiniT85,http://dx.doi.org/10.1007/BF00264226,,,,,,,,,,,,journalsactaBlum82
2003-11-25,journalsactaChakkaH01,Ram Chakka|Peter G. Harrison,,A Markov modulated multi-server queue with negative customers - The MM CPP/GE/c/L G-queue.,881-919,2001,37,Acta Inf.,11-12,db/journals/acta/acta37.html#ChakkaH01,http://link.springer.de/link/service/journals/00236/bibs/1037011/10370881.htm,,,,,,,,,,,,journalsactaBozapalidisFR12
2011-01-11,journalsactaEngelfrietF81,Joost Engelfriet|é,,The Formal Power of One-Visit Attribute Grammars.,275-302,1981,16,Acta Inf.,,db/journals/acta/acta16.html#EngelfrietF81,http://dx.doi.org/10.1007/BF00289307,,,,,,,,,,,,journalsactaBozapalidisFR12
2011-01-11,journalsactaRichardsS92,Dana S. Richards|Jeffrey S. Salowe,,Stacks| Queues| and Deques with Order-Statistic Operations.,395-414,1992,29,Acta Inf.,5,db/journals/acta/acta29.html#RichardsS92,http://dx.doi.org/10.1007/BF01193574,,,,,,,,,,,,journalsactaSimon83
2011-01-11,journalsactaBozapalidisR94,Symeon Bozapalidis|George Rahonis,,On two Families of Forests.,235-260,1994,31,Acta Inf.,3,db/journals/acta/acta31.html#BozapalidisR94,http://dx.doi.org/10.1007/BF01218405,,,,,,,,,,,,journalsactaBlum82
2011-01-11,journalsactaGelenbeM76,Erol Gelenbe|Richard R. Muntz,,Probabilistic Models of Computer Systems - Part I (Exact Results).,35-60,1976,7,Acta Inf.,,db/journals/acta/acta7.html#GelenbeM76,http://dx.doi.org/10.1007/BF00265220,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaRuhl94,hl,,On Bounds of Response Time Performance Achievable by Multiclass Single-Server Queues.,629-650,1994,31,Acta Inf.,7,db/journals/acta/acta31.html#Ruhl94,http://dx.doi.org/10.1007/BF01177549,,,,,,,,,,,,journalsactaHonkala11
2011-01-11,journalsactaNishimura79,Hirokazu Nishimura,,Sequential Method in Propositional Dynamic Logic.,377-400,1979,12,Acta Inf.,,db/journals/acta/acta12.html#Nishimura79,http://dx.doi.org/10.1007/BF00268322,,,,,,,,,,,,journalsactaHonkala11
2011-01-11,journalsactaYellin93,Daniel M. Yellin,,Speeding up Dynamic Transitive Closure for Bounded Degree Graphs.,369-384,1993,30,Acta Inf.,4,db/journals/acta/acta30.html#Yellin93,http://dx.doi.org/10.1007/BF01209711,,,,,,,,,,,,journalsactaSaxena96
2011-01-11,journalsactaCoffmanFK93,Edward G. Coffman Jr.|ld Flatto|Alexander Y. Kreinin,,Scheduling Saves in Fault-Tolerant Computations.,409-423,1993,30,Acta Inf.,5,db/journals/acta/acta30.html#CoffmanFK93,http://dx.doi.org/10.1007/BF01210593,,,,,,,,,,,,journalsactaSimon83
2011-01-11,journalsactaAnderaaB81,Stal O. Anderaa|rger,,The Equivalence of Horn and Network Complexity for Boolean Functions.,303-307,1981,15,Acta Inf.,,db/journals/acta/acta15.html#AnderaaB81,http://dx.doi.org/10.1007/BF00289267,,,,,,,,,,,,journalsactaHonkala11
2015-03-19,journalsactaDangM15,Han-Hing Dang|ller,,Modal algebra and Petri nets.,109-132,2015,52,Acta Inf.,2-3,db/journals/acta/acta52.html#DangM15,http://dx.doi.org/10.1007/s00236-015-0216-3,,,,,,,,,,,,journalsactaKhomenkoKKV06
2003-11-25,journalsactaVincent99,Millist W. Vincent,,Semantic Foundations of 4NF in Relational Database Design.,173-213,1999,36,Acta Inf.,3,db/journals/acta/acta36.html#Vincent99,http://link.springer.de/link/service/journals/00236/bibs/9036003/90360173.htm,,,,,,,,,,,,journalsactaBozapalidisFR12
2011-01-11,journalsactaCulikR95,Karel Culik II|ni,,Iterative Weighted Finite Transductions.,681-703,1995,32,Acta Inf.,7,db/journals/acta/acta32.html#CulikR95,http://dx.doi.org/10.1007/BF01186646,,,,,,,,,,,,journalsactaHesselink13
2011-01-11,journalsactaEngelfrietH92,Engelfriet|Linda Heyker,,Context-Free Hypergraph Grammars have the Same Term-Generating Power as Attribute Grammars.,161-210,1992,29,Acta Inf.,2,db/journals/acta/acta29.html#EngelfrietH92,http://dx.doi.org/10.1007/BF01178504,,,,,,,,,,,,journalsactaBlum82
2004-03-03,journalsactaDoberkat03,Ernst-Erich Doberkat,,Pipelines: Modelling a software architecture through relations.,37-79,2003,40,Acta Inf.,1,db/journals/acta/acta40.html#Doberkat03,http://dx.doi.org/10.1007/s00236-003-0121-z,,,,,,,,,,,,journalsactaHesselink13
2011-01-11,journalsactaKratochvilK93,l|nek,,Satisfiability of Co-Nested Formulas.,397-403,1993,30,Acta Inf.,4,db/journals/acta/acta30.html#KratochvilK93,http://dx.doi.org/10.1007/BF01209713,,,,,,,,,,,,journalsactaHesselink13
