0%Parallel Integer Sorting and Simulation Amongst CRCW Models.%2011-01-11%journals/acta/Saxena96%Sanjeev Saxena%607-619%1996%33%Acta Inf.%7%db/journals/acta/acta33.html#Saxena96%http://dx.doi.org/10.1007/BF03036466
1%Pattern Matching in Trees and Nets.%2011-01-11%journals/acta/Simon83%Hans-Ulrich Simon%227-248%1983%20%Acta Inf.%NULL%db/journals/acta/acta20.html#Simon83%http://dx.doi.org/10.1007/BF01257084
2%NP-complete Problems Simplified on Tree Schemas.%2011-01-11%journals/acta/GoodmanS83%Nathan Goodman	Oded Shmueli%171-178%1983%20%Acta Inf.%NULL%db/journals/acta/acta20.html#GoodmanS83%http://dx.doi.org/10.1007/BF00289414
3%On the Power of Chain Rules in Context Free Grammars.%2011-01-11%journals/acta/Blum82%Norbert Blum%425-433%1982%17%Acta Inf.%NULL%db/journals/acta/acta17.html#Blum82%http://dx.doi.org/10.1007/BF00264161
4%Schnelle Multiplikation von Polynomen über Körpern der Charakteristik 2.%2013-11-28%journals/acta/Schonhage77%Arnold Schönhage%395-398%1977%7%Acta Inf.%NULL%db/journals/acta/acta7.html#Schonhage77%http://dx.doi.org/10.1007/BF00289470
5%A characterization of rational D0L power series.%2011-02-16%journals/acta/Honkala11%Juha Honkala%19-24%2011%48%Acta Inf.%1%db/journals/acta/acta48.html#Honkala11%http://dx.doi.org/10.1007/s00236-010-0128-1
6%The Derivation of Systolic Implementations of Programs.%2011-01-11%journals/acta/HuangL87%Chua-Huang Huang	Christian Lengauer%595-632%1987%24%Acta Inf.%6%db/journals/acta/acta24.html#HuangL87%http://dx.doi.org/10.1007/BF00282618
7%Fifo Nets Without Order Deadlock.%2015-01-08%journals/acta/FinkelC87%Alain Finkel	Annie Choquet%15-36%1988%25%Acta Inf.%1%db/journals/acta/acta25.html#FinkelC87%http://dx.doi.org/10.1007/BF00268843
8%On the Complementation Rule for Multivalued Dependencies in Database Relations.%2011-01-11%journals/acta/Biskup78%Joachim Biskup%297-305%1978%10%Acta Inf.%NULL%db/journals/acta/acta10.html#Biskup78%http://dx.doi.org/10.1007/BF00264322
9%Equational weighted tree transformations.%2015-07-14%journals/acta/BozapalidisFR12%Symeon Bozapalidis	Zoltán Fülöp 0001	George Rahonis%29-52%2012%49%Acta Inf.%1%db/journals/acta/acta49.html#BozapalidisFR12%http://dx.doi.org/10.1007/s00236-011-0148-5
10%Merged processes: a new condensed representation of Petri net behaviour.%2006-11-22%journals/acta/KhomenkoKKV06%Victor Khomenko	Alex Kondratyev	Maciej Koutny	Walter Vogler%307-330%2006%43%Acta Inf.%5%db/journals/acta/acta43.html#KhomenkoKKV06%http://dx.doi.org/10.1007/s00236-006-0023-y
11%Verifying a simplification of mutual exclusion by Lycklama-Hadzilacos.%2013-05-10%journals/acta/Hesselink13%Wim H. Hesselink%199-228%2013%50%Acta Inf.%3%db/journals/acta/acta50.html#Hesselink13%http://dx.doi.org/10.1007/s00236-013-0178-2
12%A Three-Stage Construction for Multiconnection Networks.%2011-01-11%journals/acta/Ronse83%Christian Ronse%197-206%1983%20%Acta Inf.%NULL%db/journals/acta/acta20.html#Ronse83%http://dx.doi.org/10.1007/BF00289416
13%The Expressive Power of Delay Operators in SCCS.%2011-01-11%journals/acta/CritchlowP91%Carol Critchlow	Prakash Panangaden%447-452%1991%28%Acta Inf.%5%db/journals/acta/acta28.html#CritchlowP91%http://dx.doi.org/10.1007/BF01178582
14%Calculi for Interaction.%2011-01-11%journals/acta/Milner96%Robin Milner%707-737%1996%33%Acta Inf.%8%db/journals/acta/acta33.html#Milner96%http://dx.doi.org/10.1007/BF03036472
15%A Synthesis of Several Sorting Algorithms.%2011-01-11%journals/acta/Darlington78%John Darlington%1-30%1978%11%Acta Inf.%NULL%db/journals/acta/acta11.html#Darlington78%http://dx.doi.org/10.1007/BF00264597
16%A Workload Model Representative of Static and Dynamic Characteristics.%2011-01-11%journals/acta/CalzarossaIS86%Maria Calzarossa	M. Italiani	Giuseppe Serazzi%255-266%1986%23%Acta Inf.%3%db/journals/acta/acta23.html#CalzarossaIS86%http://dx.doi.org/10.1007/BF00289113
17%Gray visiting Motzkins.%2003-11-25%journals/acta/Vajnovszki02%Vincent Vajnovszki%793-811%2002%38%Acta Inf.%11/12%db/journals/acta/acta38.html#Vajnovszki02%http://link.springer.de/link/service/journals/00236/bibs/2038011/20380793.htm
18%Trace- and failure-based semantics for responsiveness.%2014-11-03%journals/acta/VoglerS014%Walter Vogler	Christian Stahl	Richard Müller 0001%499-552%2014%51%Acta Inf.%8%db/journals/acta/acta51.html#VoglerS014%http://dx.doi.org/10.1007/s00236-014-0205-y
19%Branching Processes in the Analysis of the Heights of Trees.%2011-01-11%journals/acta/Devroye87%Luc Devroye%277-298%1987%24%Acta Inf.%3%db/journals/acta/acta24.html#Devroye87%http://dx.doi.org/10.1007/BF00265991
20%Least Upper Bound on the Cost of Optimum Binary Search Trees.%2011-01-11%journals/acta/HuT72%T. C. Hu	K. C. Tan%307-310%1972%1%Acta Inf.%NULL%db/journals/acta/acta1.html#HuT72%http://dx.doi.org/10.1007/BF00289510
21%The Mathematical Analysis of the Computer System Modeled as a Two Stage Cyclic Queue.%2011-01-11%journals/acta/Franta76%William R. Franta%187-209%1976%6%Acta Inf.%NULL%db/journals/acta/acta6.html#Franta76%http://dx.doi.org/10.1007/BF00268500
22%Invariants, Composition, and Substitution.%2011-01-11%journals/acta/Kindler95%Ekkart Kindler%299-312%1995%32%Acta Inf.%4%db/journals/acta/acta32.html#Kindler95%http://dx.doi.org/10.1007/BF01178381
23%Maximum Entropy and the  G/G/1/N  Queue.%2011-01-11%journals/acta/Kouvatsos86%Demetres D. Kouvatsos%545-565%1986%23%Acta Inf.%5%db/journals/acta/acta23.html#Kouvatsos86%http://dx.doi.org/10.1007/BF00288469
