mdate,key,author,editor,title,pages,year,volume,journal,number,url,ee,address,booktitle,month,cdrom,publisher,note,crossref,isbn,series,school,chapter,cite
2015-09-08,journalstkdeBaratisPM08,Evdoxios Baratis|Euripides G. M. Petrakis|Evangelos E. Milios,,Automatic Website Summarization by Image Content: A Case Study with Logo and Trademark Images.,1195-1204,2008,20,IEEE Trans. Knowl. Data Eng.,9,db/journals/tkde/tkde20.html#BaratisPM08,http://doi.ieeecomputersociety.org/10.1109/TKDE.2008.34,,,,,,,,,,,,journalsactaHonkala11
2015-09-09,journalstkdeHansonBC02,Eric N. Hanson|Sreenath Bodagala|Ullas Chadaga,,Trigger Condition Testing and View Maintenance Using Optimized Discrimination Networks.,261-280,2002,14,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde14.html#HansonBC02,http://doi.ieeecomputersociety.org/10.1109/69.991716,,,,,,,,,,,,journalsactaHesselink13
2015-09-09,journalstkdeXiaoZAC04,Li Xiao|Xiaodong Zhang 0001|Artur Andrzejak|Songqing Chen,,Building a Large and Efficient Hybrid Peer-to-Peer Internet Caching System.,754-769,2004,16,IEEE Trans. Knowl. Data Eng.,6,db/journals/tkde/tkde16.html#XiaoZAC04,http://doi.ieeecomputersociety.org/10.1109/TKDE.2004.1,,,,,,,,,,,,journalsactaKhomenkoKKV06
2015-09-08,journalstkdeThomasian95,Alexander Thomasian,,Checkpointing for Optimistic Concurrency Control Methods.,332-339,1995,7,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde7.html#Thomasian95,http://doi.ieeecomputersociety.org/10.1109/69.382303,,,,TKDE7/k0332.pdf,,,,,,,,journalsactaSaxena96
2015-09-08,journalstkdeAbdel-GhaffarA06,Khaled A. S. Abdel-Ghaffar|Amr El Abbadi,,The Optimality of Allocation Methods for Bounded Disagreement Search Queries: The Possible and the Impossible.,1194-1206,2006,18,IEEE Trans. Knowl. Data Eng.,9,db/journals/tkde/tkde18.html#Abdel-GhaffarA06,http://doi.ieeecomputersociety.org/10.1109/TKDE.2006.149,,,,,,,,,,,,journalsactaSaxena96
2015-09-09,journalstkdeHuangH13,Jiun-Long Huang|Chen-Che Huang,,ocation-Based Spatial Queries in Mobile Environments.,260-273,2013,25,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde25.html#HuangH13,http://doi.ieeecomputersociety.org/10.1109/TKDE.2011.203,,,,,,,,,,,,journalsactaKhomenkoKKV06
2015-09-08,journalstkdeAgrawalAL94,Divyakant Agrawal|Amr El Abbadi|A. E. Lang,,The Performance of Protocols Based on Locks with Ordered Sharing.,805-818,1994,6,IEEE Trans. Knowl. Data Eng.,5,db/journals/tkde/tkde6.html#AgrawalAL94,http://doi.ieeecomputersociety.org/10.1109/69.317708,,,,TKDE6/P0805.pdf,,,,,,,,journalsactaBozapalidisFR12
2015-09-09,journalstkdeHuangL04,Po-Whei Huang|Chu-Hui Lee,,Image Database Design Based on 9D-SPA Representation for Spatial Relations.,1486-1496,2004,16,IEEE Trans. Knowl. Data Eng.,12,db/journals/tkde/tkde16.html#HuangL04,http://doi.ieeecomputersociety.org/10.1109/TKDE.2004.92,,,,,,,,,,,,journalsactaSimon83
2015-09-08,journalstkdePengYCW10,Lina Peng|Renwei Yu|uk Candan|Xinxin Wang,,Object and Combination Shedding Schemes for Adaptive Media Workflow Execution.,105-119,2010,22,IEEE Trans. Knowl. Data Eng.,1,db/journals/tkde/tkde22.html#PengYCW10,http://doi.ieeecomputersociety.org/10.1109/TKDE.2009.44,,,,,,,,,,,,journalsactaHesselink13
2015-09-08,journalstkdeLuY11,Hua Lu|Man Lung Yiu,,On Computing Farthest Dominated Locations.,928-941,2011,23,IEEE Trans. Knowl. Data Eng.,6,db/journals/tkde/tkde23.html#LuY11,http://doi.ieeecomputersociety.org/10.1109/TKDE.2010.45,,,,,,,,,,,,journalsactaBlum82
2015-09-09,journalstkdeLiFL13,Guoliang Li|Jianhua Feng|Chen Li 0001,,Supporting Search-As-You-Type Using SQL in Databases.,461-475,2013,25,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde25.html#LiFL13,http://doi.ieeecomputersociety.org/10.1109/TKDE.2011.148,,,,,,,,,,,,journalsactaSaxena96
2015-09-08,journalstkdeLeitaoCH13,o|vel Calado|Melanie Herschel,,Efficient and Effective Duplicate Detection in Hierarchical Data.,1028-1041,2013,25,IEEE Trans. Knowl. Data Eng.,5,db/journals/tkde/tkde25.html#LeitaoCH13,http://doi.ieeecomputersociety.org/10.1109/TKDE.2012.60,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-09-09,journalstkdeHapfelmeierPK14,Andreas Hapfelmeier|Bernhard Pfahringer|Stefan Kramer 0001,,Pruning Incremental Linear Model Trees with Approximate Lookahead.,2072-2076,2014,26,IEEE Trans. Knowl. Data Eng.,8,db/journals/tkde/tkde26.html#HapfelmeierPK14,http://doi.ieeecomputersociety.org/10.1109/TKDE.2013.132,,,,,,,,,,,,journalsactaSaxena96
2015-09-08,journalstkdeArshadiJ05,Niloofar Arshadi|Igor Jurisica,,Data Mining for Case-Based Reasoning in High-Dimensional Biological Domains.,1127-1137,2005,17,IEEE Trans. Knowl. Data Eng.,8,db/journals/tkde/tkde17.html#ArshadiJ05,http://doi.ieeecomputersociety.org/10.1109/TKDE.2005.124,,,,,,,,,,,,journalsactaSimon83
2015-09-08,journalstkdeSchekPSW90,rg Schek|H.-Bernhard Paul|Marc H. Scholl|Gerhard Weikum,,The DASDBS Project: Objectives| Experiences| and Future Prospects.,25-43,1990,2,IEEE Trans. Knowl. Data Eng.,1,db/journals/tkde/tkde2.html#SchekPSW90,http://doi.ieeecomputersociety.org/10.1109/69.50904,,,,TKDE2/P0025.pdf,,,,,,,,journalsactaSimon83
2015-09-08,journalstkdeDhaliwalPT12,Jasbir Dhaliwal|Simon J. Puglisi|Andrew Turpin,,Practical Efficient String Mining.,735-744,2012,24,IEEE Trans. Knowl. Data Eng.,4,db/journals/tkde/tkde24.html#DhaliwalPT12,http://doi.ieeecomputersociety.org/10.1109/TKDE.2010.242,,,,,,,,,,,,journalsactaSaxena96
2015-09-08,journalstkdeHwangCH02,Min-Shiang Hwang|Chin-Chen Chang|Kuo-Feng Hwang,,An ElGamal-Like Cryptosystem for Enciphering Large Messages.,445-446,2002,14,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde14.html#HwangCH02,http://doi.ieeecomputersociety.org/10.1109/69.991728,,,,,,,,,,,,journalsactaHesselink13
2015-09-09,journalstkdeYuYZBN12,Zhiwen Yu|Zhiyong Yu|Xingshe Zhou|Christian Becker|Yuichi Nakamura,,Tree-Based Mining for Discovering Patterns of Human Interaction in Meetings.,759-768,2012,24,IEEE Trans. Knowl. Data Eng.,4,db/journals/tkde/tkde24.html#YuYZBN12,http://doi.ieeecomputersociety.org/10.1109/TKDE.2010.224,,,,,,,,,,,,journalsactaHonkala11
2015-09-08,journalstkdeYehC08,Chung-Wei Yeh|Chih-Ping Chu,,Molecular Verification of Rule-Based Systems Based on DNA Computation.,965-975,2008,20,IEEE Trans. Knowl. Data Eng.,7,db/journals/tkde/tkde20.html#YehC08,http://doi.ieeecomputersociety.org/10.1109/TKDE.2007.190743,,,,,,,,,,,,journalsactaMilner96
2015-09-08,journalstkdeCaiHH11,Deng Cai|Xiaofei He|Jiawei Han,,Locally Consistent Concept Factorization for Document Clustering.,902-913,2011,23,IEEE Trans. Knowl. Data Eng.,6,db/journals/tkde/tkde23.html#CaiHH11,http://doi.ieeecomputersociety.org/10.1109/TKDE.2010.165,,,,,,,,,,,,journalsactaHesselink13
2015-09-09,journalstkdeRastogi03,Rajeev Rastogi,,Guest Editor Introduction: Special Section on Online Analysis and Querying of Continuous Data Streams.,513-514,2003,15,IEEE Trans. Knowl. Data Eng.,3,db/journals/tkde/tkde15.html#Rastogi03,http://doi.ieeecomputersociety.org/10.1109/TKDE.2003.1198386,,,,,,,,,,,,journalsactaHesselink13
2015-09-09,journalstkdeRobnik-SikonjaK08,Marko Robnik-Sikonja|Igor Kononenko,,Explaining Classifications For Individual Instances.,589-600,2008,20,IEEE Trans. Knowl. Data Eng.,5,db/journals/tkde/tkde20.html#Robnik-SikonjaK08,http://doi.ieeecomputersociety.org/10.1109/TKDE.2007.190734,,,,,,,,,,,,journalsactaHesselink13
2015-09-08,journalstkdeLuWB15,Zhenyu Lu|Xindong Wu|Josh C. Bongard,,Active Learning through Adaptive Heterogeneous Ensembling.,368-381,2015,27,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde27.html#LuWB15,http://doi.ieeecomputersociety.org/10.1109/TKDE.2014.2304474,,,,,,,,,,,,journalsactaHonkala11
2015-09-08,journalstkdeLiuR06,Bin Liu 0005|Elke A. Rundensteiner,,Optimizing Cyclic Join View Maintenance over Distributed Data Sources.,363-376,2006,18,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde18.html#LiuR06,http://doi.ieeecomputersociety.org/10.1109/TKDE.2006.50,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-09-09,journalstkdeSullK92,Wonhee Sull|Rangasami L. Kashyap,,A Self-Organizing Knowledge Representation Scheme for Extensible Heterogenous Information Environment.,185-191,1992,4,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde4.html#SullK92,http://doi.ieeecomputersociety.org/10.1109/69.134257,,,,TKDE4/P0185.pdf,,,,,,,,journalsactaSimon83
2015-09-09,journalstkdeYangDY08,Wen-Hui Yang|Dao-Qing Dai|Hong Yan,,Feature Extraction and Uncorrelated Discriminant Analysis for High-Dimensional Data.,601-614,2008,20,IEEE Trans. Knowl. Data Eng.,5,db/journals/tkde/tkde20.html#YangDY08,http://doi.ieeecomputersociety.org/10.1109/TKDE.2007.190720,,,,,,,,,,,,journalsactaSimon83
2015-09-08,journalstkdeCaoOY12,Longbing Cao|Yuming Ou|Philip S. Yu,,Coupled Behavior Analysis with Applications.,1378-1392,2012,24,IEEE Trans. Knowl. Data Eng.,8,db/journals/tkde/tkde24.html#CaoOY12,http://doi.ieeecomputersociety.org/10.1109/TKDE.2011.129,,,,,,,,,,,,journalsactaSimon83
2015-09-08,journalstkdeDurhamKXTKM14,Elizabeth Ashley Durham|Murat Kantarcioglu|Yuan Xue|th|Mehmet Kuzu|Bradley Malin,,Composite Bloom Filters for Secure Record Linkage.,2956-2968,2014,26,IEEE Trans. Knowl. Data Eng.,12,db/journals/tkde/tkde26.html#DurhamKXTKM14,http://doi.ieeecomputersociety.org/10.1109/TKDE.2013.91,,,,,,,,,,,,journalsactaKhomenkoKKV06
2012-09-16,journalstkdeCarlis89,John V. Carlis,,Guest Editor's Introduction: The Fourth International Conference on Data Engineering (1988).,413,1989,1,IEEE Trans. Knowl. Data Eng.,4,db/journals/tkde/tkde1.html#Carlis89,http://doi.ieeecomputersociety.org/10.1109/TKDE.1989.10006,,,,TKDE1/P0413.pdf,,,,,,,,journalsactaBozapalidisFR12
2015-09-09,journalstkdeSpiliopoulosV12,Vassilis Spiliopoulos|George A. Vouros,,Synthesizing Ontology Alignment Methods Using the Max-Sum Algorithm.,940-951,2012,24,IEEE Trans. Knowl. Data Eng.,5,db/journals/tkde/tkde24.html#SpiliopoulosV12,http://doi.ieeecomputersociety.org/10.1109/TKDE.2011.42,,,,,,,,,,,,journalsactaHesselink13
2015-09-09,journalstkdeCoffmanW14,Joel Coffman|Alfred C. Weaver,,An Empirical Performance Evaluation of Relational Keyword Search Techniques.,30-42,2014,26,IEEE Trans. Knowl. Data Eng.,1,db/journals/tkde/tkde26.html#CoffmanW14,http://doi.ieeecomputersociety.org/10.1109/TKDE.2012.228,,,,,,,,,,,,journalsactaKhomenkoKKV06
2015-09-08,journalstkdeWang98,Jung-Hua Wang,,Principal Interconnections in Higher Order Hebbian-Type Associative Memories.,342-345,1998,10,IEEE Trans. Knowl. Data Eng.,2,de10.html#Wang98,http://doi.ieeecomputersociety.org/10.1109/69.683763,,,,,,,,,,,,journalsactaMilner96
2015-09-28,journalstkdeSaxtonR90,Lawrence V. Saxton|Vijay V. Raghavan 0001,,Design of an Integrated Information Retrieval/Database Management System.,210-219,1990,2,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde2.html#SaxtonR90,http://doi.ieeecomputersociety.org/10.1109/69.54720,,,,TKDE2/P0210.pdf,,,,,,,,journalsactaHonkala11
2015-09-08,journalstkdeGuanYSSY15,Ziyu Guan|Shengqi Yang|Huan Sun|Mudhakar Srivatsa|Xifeng Yan,,Fine-Grained Knowledge Sharing in Collaborative Environments.,2163-2174,2015,27,IEEE Trans. Knowl. Data Eng.,8,db/journals/tkde/tkde27.html#GuanYSSY15,http://doi.ieeecomputersociety.org/10.1109/TKDE.2015.2411283,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-09-08,journalstkdeYuHC04,Hwanjo Yu|Jiawei Han|Kevin Chen-Chuan Chang,,PEBL: Web Page Classification without Negative Examples.,70-81,2004,16,IEEE Trans. Knowl. Data Eng.,1,db/journals/tkde/tkde16.html#YuHC04,http://doi.ieeecomputersociety.org/10.1109/TKDE.2004.1264823,,,,,,,,,,,,journalsactaBlum82
2012-09-16,journalstkdeChang90,Shi-Kuo Chang,,Guest Editor's Introduction to Special Section on Knowledge Engineering and Software Engineering.,271-272,1990,2,IEEE Trans. Knowl. Data Eng.,3,db/journals/tkde/tkde2.html#Chang90,http://doi.ieeecomputersociety.org/10.1109/TKDE.1990.10001,,,,TKDE2/P0271.pdf,,,,,,,,journalsactaSimon83
2015-09-08,journalstkdeBrinRS03,Sergey Brin|Rajeev Rastogi|Kyuseok Shim,,Mining Optimized Gain Rules for Numeric Attributes.,324-338,2003,15,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde15.html#BrinRS03,http://doi.ieeecomputersociety.org/10.1109/TKDE.2003.1185837,,,,,,,,,,,,journalsactaMilner96
2015-09-08,journalstkdePatrikainenM06,Anne Patrikainen|Marina Meila,,Comparing Subspace Clusterings.,902-916,2006,18,IEEE Trans. Knowl. Data Eng.,7,db/journals/tkde/tkde18.html#PatrikainenM06,http://doi.ieeecomputersociety.org/10.1109/TKDE.2006.106,,,,,,,,,,,,journalsactaHonkala11
2015-09-08,journalstkdeYuLZM15,Weiren Yu|Xuemin Lin|Wenjie Zhang|Julie A. McCann,,Fast All-Pairs SimRank Assessment on Large Graphs and Bipartite Domains.,1810-1823,2015,27,IEEE Trans. Knowl. Data Eng.,7,db/journals/tkde/tkde27.html#YuLZM15,http://doi.ieeecomputersociety.org/10.1109/TKDE.2014.2339828,,,,,,,,,,,,journalsactaMilner96
2015-09-08,journalstkdeBertinoFS01,Elisa Bertino|Elena Ferrari|Marco Stolf,,Correction to 'MPGS: An Interactive Tool for the Specification and Generation of Multimedia Presentations'.,334,2001,13,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde13.html#BertinoFS01,http://doi.ieeecomputersociety.org/10.1109/TKDE.2001.917569,,,,,,,,,,,,journalsactaKhomenkoKKV06
2015-09-08,journalstkdeParkPC13,Jun Pyo Park|Chang-Sup Park|Yon Dohn Chung,,Lineage Encoding: An Efficient Wireless XML Streaming Supporting Twig Pattern Queries.,1559-1573,2013,25,IEEE Trans. Knowl. Data Eng.,7,db/journals/tkde/tkde25.html#ParkPC13,http://doi.ieeecomputersociety.org/10.1109/TKDE.2011.202,,,,,,,,,,,,journalsactaKhomenkoKKV06
2015-10-13,journalstkdePanWZ15,Shirui Pan|Jia Wu|Xingquan Zhu,,CogBoost: Boosting for Fast Cost-Sensitive Graph Classification.,2933-2946,2015,27,IEEE Trans. Knowl. Data Eng.,11,db/journals/tkde/tkde27.html#PanWZ15,http://doi.ieeecomputersociety.org/10.1109/TKDE.2015.2391115,,,,,,,,,,,,journalsactaSimon83
2015-09-08,journalstkdeGlasgowJBF91,Janice I. Glasgow|Michael A. Jenkins|Eli Blevis|ret,,Logic Programming with Arrays.,307-319,1991,3,IEEE Trans. Knowl. Data Eng.,3,db/journals/tkde/tkde3.html#GlasgowJBF91,http://doi.ieeecomputersociety.org/10.1109/69.91061,,,,TKDE3/P0307.pdf,,,,,,,,journalsactaBlum82
2015-09-08,journalstkdeLeuteneggerN97,Scott T. Leutenegger|David M. Nicol,,Efficient Bulk-Loading of Gridfiles.,410-420,1997,9,IEEE Trans. Knowl. Data Eng.,3,db/journals/tkde/tkde9.html#LeuteneggerN97,.1109/69.599930,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-09-08,journalstkdeFangWDW15,Yuqiang Fang|Ruili Wang|Bin Dai|Xindong Wu,,Graph-Based Learning via Auto-Grouped Sparse Regularization and Kernelized Extension.,142-154,2015,27,IEEE Trans. Knowl. Data Eng.,1,db/journals/tkde/tkde27.html#FangWDW15,http://doi.ieeecomputersociety.org/10.1109/TKDE.2014.2312322,,,,,,,,,,,,journalsactaSaxena96
2015-09-08,journalstkdeChauW99,Tom Chau|Andrew K. C. Wong,,Pattern Discovery by Residual Analysis and Recursive Partitioning.,833-852,1999,11,IEEE Trans. Knowl. Data Eng.,6,db/journals/tkde/tkde11.html#ChauW99,http://doi.ieeecomputersociety.org/10.1109/69.824592,,,,,,,,,,,,journalsactaSimon83
2015-09-08,journalstkdeHuaLPW09,Ming Hua|Man Ki Lau|Jian Pei|Kui Wu,,Continuous K-Means Monitoring with Low Reporting Cost in Sensor Networks.,1679-1691,2009,21,IEEE Trans. Knowl. Data Eng.,12,db/journals/tkde/tkde21.html#HuaLPW09,http://doi.ieeecomputersociety.org/10.1109/TKDE.2009.41,,,,,,,,,,,,journalsactaKhomenkoKKV06
2015-09-08,journalstkdeLeeK01,Soojung Lee|Junguk L. Kim,,uted Deadlock Detection Algorithms.,623-636,2001,13,IEEE Trans. Knowl. Data Eng.,4,db/journals/tkde/tkde13.html#LeeK01,http://doi.ieeecomputersociety.org/10.1109/69.940736,,,,,,,,,,,,journalsactaMilner96
2015-09-08,journalstkdeChenJCLN12,Hanhua Chen|Hai Jin|Lei Chen 0002|Yunhao Liu|Lionel M. Ni,,Optimizing Bloom Filter Settings in Peer-to-Peer Multikeyword Searching.,692-706,2012,24,IEEE Trans. Knowl. Data Eng.,4,db/journals/tkde/tkde24.html#ChenJCLN12,http://doi.ieeecomputersociety.org/10.1109/TKDE.2011.14,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-09-08,journalstkdeHuL06,Haibo Hu|Dik Lun Lee,,Range Nearest-Neighbor Query.,78-91,2006,18,IEEE Trans. Knowl. Data Eng.,1,db/journals/tkde/tkde18.html#HuL06,http://doi.ieeecomputersociety.org/10.1109/TKDE.2006.15,,,,,,,,,,,,journalsactaMilner96
2015-09-08,journalstkdeTassa14,Tamir Tassa,,Secure Mining of Association Rules inHorizontally Distributed Databases.,970-983,2014,26,IEEE Trans. Knowl. Data Eng.,4,db/journals/tkde/tkde26.html#Tassa14,http://doi.ieeecomputersociety.org/10.1109/TKDE.2013.41,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-09-08,journalstkdeLeeLZT12,Ken C. K. Lee|Wang-Chien Lee|Baihua Zheng|Yuan Tian,,Spatial Object Search Framework for Road Networks.,547-560,2012,24,IEEE Trans. Knowl. Data Eng.,3,db/journals/tkde/tkde24.html#LeeLZT12,http://doi.ieeecomputersociety.org/10.1109/TKDE.2010.243,,,,,,,,,,,,journalsactaHonkala11
2015-09-08,journalstkdeAmer-YahiaSS04,Sihem Amer-Yahia|Divesh Srivastava|Dan Suciu,,Distributed Evaluation of Network Directory Queries.,474-486,2004,16,IEEE Trans. Knowl. Data Eng.,4,db/journals/tkde/tkde16.html#Amer-YahiaSS04,http://doi.ieeecomputersociety.org/10.1109/TKDE.2004.1269671,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-09-09,journalstkdeBagherzadehHW91,Nader Bagherzadeh|Seng-lai Heng|Chuan-lin Wu,,A Parallel Asynchronous Garbage Collection Algorithm for Distributed Systems.,100-107,1991,3,IEEE Trans. Knowl. Data Eng.,1,db/journals/tkde/tkde3.html#BagherzadehHW91,http://doi.ieeecomputersociety.org/10.1109/69.75893,,,,TKDE3/P0100.pdf,,,,,,,,journalsactaSimon83
2015-09-09,journalstkdeHimesI92,Glenn S. Himes|Rafael M. Inigo,,Automatic Target Recognition Using a Neocognitron.,167-172,1992,4,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde4.html#HimesI92,http://doi.ieeecomputersociety.org/10.1109/69.134254,,,,TKDE4/P0167.pdf,,,,,,,,journalsactaBozapalidisFR12
2015-09-08,journalstkdeTelangLC12,Aditya Telang|Chengkai Li|Sharma Chakravarthy,,One Size Does Not Fit All: Toward User- and Query-Dependent Ranking for Web Databases.,1671-1685,2012,24,IEEE Trans. Knowl. Data Eng.,9,db/journals/tkde/tkde24.html#TelangLC12,http://doi.ieeecomputersociety.org/10.1109/TKDE.2011.36,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-09-09,journalstkdeAltiparmakTF08,Fatih Altiparmak|Ertem Tuncel|Hakan Ferhatosmanoglu,,Incremental Maintenance of Online Summaries Over Multiple Streams.,216-229,2008,20,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde20.html#AltiparmakTF08,http://doi.ieeecomputersociety.org/10.1109/TKDE.2007.190693,,,,,,,,,,,,journalsactaSimon83
2015-09-08,journalstkdeBaruaIYM14,Sukarna Barua|Md. Monirul Islam|Xin Yao|Kazuyuki Murase,,MWMOTE-Majority Weighted Minority Oversampling Technique for Imbalanced Data Set Learning.,405-425,2014,26,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde26.html#BaruaIYM14,http://doi.ieeecomputersociety.org/10.1109/TKDE.2012.232,,,,,,,,,,,,journalsactaBozapalidisFR12
2015-09-08,journalstkdeRanwezRJ12,Vincent Ranwez|Sylvie Ranwez|Stefan Janaqi,,Subontology Extraction Using Hyponym and Hypernym Closure on is-a Directed Acyclic Graphs.,2288-2300,2012,24,IEEE Trans. Knowl. Data Eng.,12,db/journals/tkde/tkde24.html#RanwezRJ12,http://doi.ieeecomputersociety.org/10.1109/TKDE.2011.173,,,,,,,,,,,,journalsactaSimon83
2015-09-09,journalstkdeLianCYHM09,Xiang Lian|Lei Chen 0002|Jeffrey Xu Yu|Jinsong Han|Jian Ma,,Multiscale Representations for Fast Pattern Matching in Stream Time Series.,568-581,2009,21,IEEE Trans. Knowl. Data Eng.,4,db/journals/tkde/tkde21.html#LianCYHM09,http://doi.ieeecomputersociety.org/10.1109/TKDE.2008.184,,,,,,,,,,,,journalsactaHesselink13
2015-09-08,journalstkdeLeeC11,Chun-Hee Lee|Chin-Wan Chung,,RFID Data Processing in Supply Chain Management Using a Path Encoding Scheme.,742-758,2011,23,IEEE Trans. Knowl. Data Eng.,5,db/journals/tkde/tkde23.html#LeeC11,http://doi.ieeecomputersociety.org/10.1109/TKDE.2010.136,,,,,,,,,,,,journalsactaSaxena96
2015-09-09,journalstkdeHanFMJY13,Lushan Han|Tim Finin|Paul McNamee|Anupam Joshi|Yelena Yesha,,Improving Word Similarity by Augmenting PMI with Estimates of Word Polysemy.,1307-1322,2013,25,IEEE Trans. Knowl. Data Eng.,6,db/journals/tkde/tkde25.html#HanFMJY13,http://doi.ieeecomputersociety.org/10.1109/TKDE.2012.30,,,,,,,,,,,,journalsactaSaxena96
2015-09-08,journalstkdeHuCT09,Hsiao-Wei Hu|Yen-Liang Chen|Kwei Tang,,A Dynamic Discretization Approach for Constructing Decision Trees with a Continuous Label.,1505-1514,2009,21,IEEE Trans. Knowl. Data Eng.,11,db/journals/tkde/tkde21.html#HuCT09,http://doi.ieeecomputersociety.org/10.1109/TKDE.2009.24,,,,,,,,,,,,journalsactaHesselink13
2015-09-09,journalstkdeBaralKM91,Chitta Baral|Sarit Kraus|Jack Minker,,Combining Multiple Knowledge Bases.,208-220,1991,3,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde3.html#BaralKM91,http://doi.ieeecomputersociety.org/10.1109/69.88001,,,,TKDE3/P0208.pdf,,,,,,,,journalsactaHesselink13
2015-09-08,journalstkdeFenselM01,Dieter Fensel|Enrico Motta,,Structured Development of Problem Solving Methods.,913-932,2001,13,IEEE Trans. Knowl. Data Eng.,6,db/journals/tkde/tkde13.html#FenselM01,http://doi.ieeecomputersociety.org/10.1109/69.971187,,,,,,,,,,,,journalsactaHesselink13
2015-09-08,journalstkdeYangZLWYNR01,Qi Yang|Weining Zhang|Chengwen Liu|Jing Wu|Clement T. Yu|Hiroshi Nakajima|Naphtali Rishe,,Efficient Processing of Nested Fuzzy SQL Queries in a Fuzzy Database.,884-901,2001,13,IEEE Trans. Knowl. Data Eng.,6,db/journals/tkde/tkde13.html#YangZLWYNR01,http://doi.ieeecomputersociety.org/10.1109/69.971185,,,,,,,,,,,,journalsactaBlum82
2015-09-08,journalstkdeTrainaTFS02,Caetano Traina Jr.|Agma J. M. Traina|Christos Faloutsos|Bernhard Seeger,,Fast Indexing and Visualization of Metric Data Sets using Slim-Trees.,244-260,2002,14,IEEE Trans. Knowl. Data Eng.,2,db/journals/tkde/tkde14.html#TrainaTFS02,http://doi.ieeecomputersociety.org/10.1109/69.991715,,,,,,,,,,,,journalsactaBlum82
2015-09-09,journalstkdeYoon06,Jong P. Yoon,,Presto Authorization: A Bitmap Indexing Scheme for High-Speed Access Control to XML Documents.,971-987,2006,18,IEEE Trans. Knowl. Data Eng.,7,db/journals/tkde/tkde18.html#Yoon06,http://doi.ieeecomputersociety.org/10.1109/TKDE.2006.113,,,,,,,,,,,,journalsactaHesselink13
2015-09-08,journalstkdeXiangNZZ09,Shiming Xiang|Feiping Nie|Changshui Zhang|Chunxia Zhang,,Nonlinear Dimensionality Reduction with Local Spline Embedding.,1285-1298,2009,21,IEEE Trans. Knowl. Data Eng.,9,db/journals/tkde/tkde21.html#XiangNZZ09,http://doi.ieeecomputersociety.org/10.1109/TKDE.2008.204,,,,,,,,,,,,journalsactaBlum82
2015-09-08,journalstkdeWangZZSZ15,Li Wang|Minqi Zhou|Zhenjie Zhang|Ming-Chien Shan|Aoying Zhou,,NUMA-Aware Scalable and Efficient In-Memory Aggregation on Large Domains.,1071-1084,2015,27,IEEE Trans. Knowl. Data Eng.,4,db/journals/tkde/tkde27.html#WangZZSZ15,http://doi.ieeecomputersociety.org/10.1109/TKDE.2014.2359675,,,,,,,,,,,,journalsactaKhomenkoKKV06
2015-09-09,journalstkdeLiWH15,Zhenhui Li|Jingjing Wang|Jiawei Han,,ePeriodicity: Mining Event Periodicity from Incomplete Observations.,1219-1232,2015,27,IEEE Trans. Knowl. Data Eng.,5,db/journals/tkde/tkde27.html#LiWH15,http://doi.ieeecomputersociety.org/10.1109/TKDE.2014.2365801,,,,,,,,,,,,journalsactaKhomenkoKKV06
2015-09-08,journalstkdeWangZ13,Yu-Xiong Wang|Yu-Jin Zhang,,Nonnegative Matrix Factorization: A Comprehensive Review.,1336-1353,2013,25,IEEE Trans. Knowl. Data Eng.,6,db/journals/tkde/tkde25.html#WangZ13,http://doi.ieeecomputersociety.org/10.1109/TKDE.2012.51,,,,,,,,,,,,journalsactaSaxena96
2015-09-09,journalstkdeRohRHY11,Gook-Pil Roh|Jong-Won Roh|Seung-won Hwang|Byoung-Kee Yi,,Supporting Pattern-Matching Queries over Trajectories on Road Networks.,1753-1758,2011,23,IEEE Trans. Knowl. Data Eng.,11,db/journals/tkde/tkde23.html#RohRHY11,http://doi.ieeecomputersociety.org/10.1109/TKDE.2010.189,,,,,,,,,,,,journalsactaBlum82
